Business Name,Customer Last Name,Customer First Name,Civic Nbr,Street,Location Latitude,Location Longitude,RFID,Capacity,Capacity Units,Color,Container Type,Manufacturer,Route 1,SeqNbr 1,Route 2,SeqNbr 2,Route 3,SeqNbr 3,Route 4,SeqNbr 4,Route 5,SeqNbr 5,Route 6,SeqNbr 6,Route 7,SeqNbr 7,Route 8,SeqNbr 8,Route 9,SeqNbr 9,Route 10,SeqNbr 10,Route 11,SeqNbr 11,Route 12,SeqNbr 12,Route 13,SeqNbr 13,Route 14,SeqNbr 14
512 Brickhaven,512, Brickhaven,512,Brickhaven Dr.,35.79437193,-78.69660645,0000FRR22478062910000003,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,43,,,,,,,,,,,,,,,,,,,,,,,,,,
512 Brickhaven,512, Brickhaven,512,Brickhaven Dr.,35.79437193,-78.69660645,0000FRR22478062910000003,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste1,46,,,,,,,,,,,,,,,,,,,,,,,,,,
516 Brickhaven,516, Brickhaven,516,Brickhaven Dr.,35.79304761,-78.69658813,0000FRR22478062910000004,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,41,,,,,,,,,,,,,,,,,,,,,,,,,,
516 Brickhaven,516, Brickhaven,516,Brickhaven Dr.,35.79304761,-78.69658813,0000FRR22428171490000019,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste1,44,,,,,,,,,,,,,,,,,,,,,,,,,,
520 Brickhaven,520, Brickhaven,520,Brickhaven Dr.,35.7922925,-78.69659484,0000FRR22478062910000007,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,42,,,,,,,,,,,,,,,,,,,,,,,,,,
520 Brickhaven,520, Brickhaven,520,Brickhaven Dr.,35.7922925,-78.69659484,0000FRR2242817149000001a,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste1,45,,,,,,,,,,,,,,,,,,,,,,,,,,
Administrative Services I,Administrative,Services I,2721,Sullivan Dr.,35.787865,-78.683585,0000FRR224720827e0000005,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Administrative Services I,Administrative,Services I,2721,Sullivan Dr.,35.787865,-78.683585,0000FRR22478062910000009,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Administrative Services I,Administrative,Services I,2721,Sullivan Dr.,35.787865,-78.683585,FRR298e719b1c0000002,35,Gallon,GREEN,ROLLCART,TOTER,RFriComp1,21,RMonCom1,6,RWedCom1,21,,,,,,,,,,,,,,,,,,,,,,
Administrative Services II ,Administrative,Services II ,2711,Sullivan Dr.,35.78709902,-78.68229594,0000FRR224720827e0000006,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RSatWaste2,2,RThrWaste1,3,RMonWaste2,4,,,,,,,,,,,,,,,,,,,,,,
Administrative Services II ,Administrative,Services II ,2711,Sullivan Dr.,35.78709902,-78.68229594,FRR2736c19bf00000002,35,Gallon,GREEN,ROLLCART,TOTER,RFriComp1,20,RMonCom1,5,RWedCom1,20,,,,,,,,,,,,,,,,,,,,,,
Administrative Services II ,Administrative,Services II ,2711,Sullivan Dr.,35.78709902,-78.68229594,0000FRR2247806291000000b,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,53,RMonMR1,16,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Residence Hall,Alexander,Residence Hall,2700,Cates Ave.,35.78440473,-78.67199347,0000FRR22670197220000004,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RTueSpot1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Residence Hall,Alexander,Residence Hall,2700,Cates Ave.,35.78440473,-78.67199347,0000FRR224720827e0000007,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,12,RTueWaste1,12,RThrWaste1,11,RFriWaste2,56,RSatWaste2,110,MIFriW1,3,MIThrW2,4,MIFriW2,6,MIMonW1,6,MIMonW2,6,MISatW1,6,MISatW2,6,MISunW1,6,MISunW2,6
Alexander Residence Hall,Alexander,Residence Hall,2700,Cates Ave.,35.78440473,-78.67199347,0000FRR22670197220000004,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,43,RWedMR1,9,RFriMR1,22,MIFriMR2,4,MIMonMR2,6,MISatMR1,6,MISatMR2,6,MISunMR1,6,MISunMR2,6,MIThrMR1,6,MIThrMR2,6,MITueMR1,6,MITueMR2,6,MIWedMR2,6
Alexander Residence Hall,Alexander,Residence Hall,2700,Cates Ave.,35.78440473,-78.67199347,0000FRR224720827e0000007,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,57,RTueSpot1,38,RThrSpot1,6,RFriSpot1,33,RSatSpot1,14,,,,,,,,,,,,,,,,,,
Alexander Residence Hall,Alexander,Residence Hall,2700,Cates Ave.,35.78440473,-78.67199347,0000FRR224720827e0000007,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,58,RTueSpot1,47,RFriSpot1,64,RSatSpot1,88,RThrSpot1,57,,,,,,,,,,,,,,,,,,
Alexander Residence Hall,Alexander,Residence Hall,2700,Cates Ave.,35.78440473,-78.67199347,0000FRR22670197220000004,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,71,RFriSpot1,34,RWedSpot1,61,,,,,,,,,,,,,,,,,,,,,,
Alexander Residence Hall,Alexander,Residence Hall,2700,Cates Ave.,35.78440473,-78.67199347,0000FRR22670197220000004,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,79,RMonSpot1,80,RFriSpot1,65,RWedSpot1,71,,,,,,,,,,,,,,,,,,,,
Arboretum Horticulture Headhouse,Arboretum, Horticulture Headhouse,3247,Beryl Rd.,35.7933503,-78.699065,0000FRR2247807d35000012f,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonCom1,11,RWedCom1,5,,,,,,,,,,,,,,,,,,,,,,,,
Arboretum Horticulture Headhouse,Arboretum, Horticulture Headhouse,3247,Beryl Rd.,35.7933503,-78.699065,0000FRR224720827e0000009,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,62,,,,,,,,,,,,,,,,,,,,,,,,,,
Arboretum Horticulture Headhouse,Arboretum, Horticulture Headhouse,3247,Beryl Rd.,35.7933503,-78.699065,0000FRR2247807d35000012f,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,64,RWedSpot1,54,,,,,,,,,,,,,,,,,,,,,,,,
Arboretum Horticulture Headhouse,Arboretum, Horticulture Headhouse,3247,Beryl Rd.,35.7933503,-78.699065,0000FRR2247807d35000012f,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,66,RWedSpot1,49,,,,,,,,,,,,,,,,,,,,,,,,
Arboretum Ruby Mcswain Education Center,Arboretum, Ruby Mcswain Education Center,4415,Beryl Rd.,35.794869,-78.700289,0000FRR2247806291000000f,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,40,,,,,,,,,,,,,,,,,,,,,,,,,,
Arboretum Ruby Mcswain Education Center,Arboretum, Ruby Mcswain Education Center,4415,Beryl Rd.,35.794869,-78.700289,0000FRR224720827e0000008,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,61,,,,,,,,,,,,,,,,,,,,,,,,,,
Armory,Armory,,3115,Western Blvd.,35.78217497,-78.68047485,0000FRR22478062910000012,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,51,,,,,,,,,,,,,,,,,,,,,,,,,,
Armory,Armory,,3115,Western Blvd.,35.78217497,-78.68047485,0000FRR224720827e000000a,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste1,60,,,,,,,,,,,,,,,,,,,,,,,,,,
Avent Ferry Residence Hall,Avent,Ferry Residence Hall,2112,Avent Ferry Rd.,35.7795259,-78.67728271,0000FRR2260e0298d0000007,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RFriComp1,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Avent Ferry Residence Hall,Avent,Ferry Residence Hall,2112,Avent Ferry Rd.,35.7795259,-78.67728271,0000FRR224720827f000000c,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,10,RSatWaste2,147,RWedWaste1,84,MIFriW1,24,MIThrW2,27,MIFriW2,47,MIMonW1,47,MIMonW2,47,MISatW1,47,MISatW2,47,MISunW1,47,MISunW2,47,MIThrW1,47,MITueW1,47
Avent Ferry Residence Hall,Avent,Ferry Residence Hall,2106,Avent Ferry Rd.,35.77972738,-78.67724676,0000FRR224720827e000000b,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,11,RWedWaste1,56,RFriWaste2,67,RSatWaste2,145,MIFriW1,23,MIThrW2,26,MIFriW2,44,MIMonW1,44,MIMonW2,44,MISatW1,44,MISatW2,44,MISunW1,44,MISunW2,44,MIThrW1,44
Avent Ferry Residence Hall,Avent,Ferry Residence Hall,2106,Avent Ferry Rd.,35.77972738,-78.67724676,0000FRR22478062920000016,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,47,RWedMR1,25,RFriMR1,39,MIFriMR2,28,MIMonMR2,45,MISatMR1,45,MISatMR2,45,MISunMR1,45,MISunMR2,45,MIThrMR1,45,MIThrMR2,45,MITueMR1,45,MITueMR2,45,MIWedMR2,45
Avent Ferry Residence Hall,Avent,Ferry Residence Hall,2112,Avent Ferry Rd.,35.7795259,-78.67728271,0000FRR22478062920000015,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,48,RWedMR1,26,RFriMR1,40,MIFriMR2,29,MIMonMR2,47,MISatMR1,47,MISatMR2,47,MISunMR1,47,MISunMR2,47,MIThrMR1,47,MIThrMR2,47,MITueMR1,47,MITueMR2,47,MIWedMR2,47
Avent Ferry Technology Center,Avent,Ferry Technology Center,2114,Avent Ferry Rd.,35.77898739,-78.67771736,0000FRR22478062920000018,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,52,,,,,,,,,,,,,,,,,,,,,,,,,,
Avent Ferry Technology Center,Avent,Ferry Technology Center,2114,Avent Ferry Rd.,35.77898739,-78.67771736,0000FRR2266903dd90000003,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,60,RFriWaste2,9,,,,,,,,,,,,,,,,,,,,,,,,
Becton Residence Hall,Becton,Residence Hall,2231,Dunn Ave.,35.78253086,-78.6664868,0000FRR224720827f000000e,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,7,RTueSpot1,33,RThrSpot1,7,RSatSpot1,18,RFriSpot1,10,,,,,,,,,,,,,,,,,,
Becton Residence Hall,Becton,Residence Hall,2231,Dunn Ave.,35.78253086,-78.6664868,FRR271d9122450000002,4,Yard,GREEN,DUMPSTER,TOTER,RFriComp1,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Becton Residence Hall,Becton,Residence Hall,2231,Dunn Ave.,35.78253086,-78.6664868,0000FRR224720827f000000e,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste1,17,RMonWaste1,16,RTueWaste1,15,RWedWaste1,81,RFriWaste2,24,RSatWaste2,18,MIFriW1,10,MIThrW2,11,MIFriW2,17,MIMonW1,17,MIMonW2,17,MISatW1,17,MISatW2,17,MISunW1,17
Becton Residence Hall,Becton,Residence Hall,2231,Dunn Ave.,35.78253086,-78.6664868,0000FRR2247806292000001a,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,23,RWedMR1,14,RFriMR1,8,MIFriMR2,11,MIMonMR2,17,MISatMR1,17,MISatMR2,17,MISunMR1,17,MISunMR2,17,MIThrMR1,17,MIThrMR2,17,MITueMR1,17,MITueMR2,17,MIWedMR2,17
Becton Residence Hall,Becton,Residence Hall,2231,Dunn Ave.,35.78253086,-78.6664868,0000FRR224720827f000000e,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,36,RTueSpot1,41,RThrSpot1,48,RFriSpot1,35,RSatSpot1,58,,,,,,,,,,,,,,,,,,
Becton Residence Hall,Becton,Residence Hall,2231,Dunn Ave.,35.78253086,-78.6664868,FRR271d9122450000002,4,Yard,GREEN,DUMPSTER,TOTER,RFriSpot1,71,,,,,,,,,,,,,,,,,,,,,,,,,,
Becton Residence Hall,Becton,Residence Hall,2231,Dunn Ave.,35.78253086,-78.6664868,FRR271d9122450000002,4,Yard,GREEN,DUMPSTER,TOTER,RFriSpot1,72,,,,,,,,,,,,,,,,,,,,,,,,,,
Becton Residence Hall,Becton,Residence Hall,2231,Dunn Ave.,35.78253086,-78.6664868,0000FRR2247806292000001a,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,77,RFriSpot1,8,RWedSpot1,63,,,,,,,,,,,,,,,,,,,,,,
Becton Residence Hall,Becton,Residence Hall,2231,Dunn Ave.,35.78253086,-78.6664868,0000FRR2247806292000001a,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,82,RFriSpot1,9,RWedSpot1,73,,,,,,,,,,,,,,,,,,,,,,
Beef Education Unit,Beef, Education Unit,4505,Mid Pines Rd.,35.72762769,-78.68585464,0000FRR22472082800000078,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RThrWaste2,72,,,,,,,,,,,,,,,,,,,,,,,,,,
Berry Residence Hall,Berry,Residence Hall,2211,Dunn Ave.,35.78214463,-78.66635439,0000FRR224720827f000000f,10,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,13,RTueWaste1,13,RWedWaste1,79,RThrWaste1,16,RFriWaste2,23,RSatWaste2,16,MIFriW1,9,MIThrW2,10,MIFriW2,16,MIMonW1,16,MIMonW2,16,MISatW1,16,MISatW2,16,MISunW1,16
Berry Residence Hall,Berry,Residence Hall,2211,Dunn Ave.,35.78214463,-78.66635439,0000FRR2247806292000001c,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,21,RWedMR1,13,RFriMR1,6,MIFriMR2,10,MIMonMR2,16,MISatMR1,16,MISatMR2,16,MISunMR1,16,MISunMR2,16,MIThrMR1,16,MIThrMR2,16,MITueMR1,16,MITueMR2,16,MIWedMR2,16
Biltmore Hall,Biltmore,Hall,2820,Faucette Dr.,35.78220485,-78.67731341,0000FRR224720827f0000011,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Biltmore Hall,Biltmore,Hall,2820,Faucette Dr.,35.78220485,-78.67731341,0000FRR2247806292000001d,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Biltmore Hall,Biltmore,Hall,2820,Faucette Dr.,35.78220485,-78.67731341,0000FRR224720827f0000010,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,3,RWedSpot1,3,RFriSpot1,5,,,,,,,,,,,,,,,,,,,,,,
Biltmore Hall,Biltmore,Hall,2820,Faucette Dr.,35.78220485,-78.67731341,0000FRR224720827f0000010,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,5,RWedWaste1,6,RFriWaste2,18,,,,,,,,,,,,,,,,,,,,,,
Biltmore Hall,Biltmore,Hall,2820,Faucette Dr.,35.78220485,-78.67731341,0000FRR2247806292000001d,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Biltmore Hall,Biltmore,Hall,2820,Faucette Dr.,35.78220485,-78.67731341,0000FRR224720827f0000010,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,32,RWedSpot1,23,RFriSpot1,25,,,,,,,,,,,,,,,,,,,,,,
Biltmore Hall,Biltmore,Hall,2820,Faucette Dr.,35.78220485,-78.67731341,0000FRR2247806292000001d,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Biological Resources Facility,Biological,Resources Facility,2761,Pillsbury Cir.,35.78701981,-78.67296143,0000FRR225a5084ff0000005,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,27,,,,,,,,,,,,,,,,,,,,,,,,,,
Biological Resources Facility,Biological,Resources Facility,2761,Pillsbury Cir.,35.78701981,-78.67296143,0000FRR22478062920000020,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RSatWaste2,67,RTueWaste1,36,RThrWaste2,36,,,,,,,,,,,,,,,,,,,,,,
Bowen Residence Hall,Bowen,Residence Hall,2821,Thurman Dr.,35.78564296,-78.67357467,0000FRR224720827f0000014,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,26,RTueSpot1,46,RThrSpot1,67,RFriSpot1,55,RSatSpot1,48,,,,,,,,,,,,,,,,,,
Bowen Residence Hall,Bowen,Residence Hall,2821,Thurman Dr.,35.78564296,-78.67357467,0000FRR22478062920000023,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,32,RWedMR1,19,RFriMR1,18,MIFriMR2,21,MIMonMR2,32,MISatMR1,32,MISatMR2,32,MISunMR1,32,MISunMR2,32,MIThrMR1,32,MIThrMR2,32,MITueMR1,32,MITueMR2,32,MIWedMR2,32
Bowen Residence Hall,Bowen,Residence Hall,2821,Thurman Dr.,35.78564296,-78.67357467,0000FRR224720827f0000014,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,36,RTueWaste1,34,RThrWaste1,39,RFriWaste2,54,RSatWaste2,61,MIFriW1,15,MIThrW2,17,MIFriW2,31,MIMonW1,31,MIMonW2,31,MISatW1,31,MISatW2,31,MISunW1,31,MISunW2,31
Bowen Residence Hall,Bowen,Residence Hall,2821,Thurman Dr.,35.78564296,-78.67357467,0000FRR224720827f0000014,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,48,RTueSpot1,42,RThrSpot1,62,RSatSpot1,8,RFriSpot1,63,,,,,,,,,,,,,,,,,,
Bowen Residence Hall,Bowen,Residence Hall,2821,Thurman Dr.,35.78564296,-78.67357467,0000FRR22478062920000023,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,49,RFriSpot1,53,RWedSpot1,78,,,,,,,,,,,,,,,,,,,,,,
Bowen Residence Hall,Bowen,Residence Hall,2821,Thurman Dr.,35.78564296,-78.67357467,0000FRR22478062920000023,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonSpot1,50,RFriSpot1,52,RWedSpot1,68,,,,,,,,,,,,,,,,,,,,,,
Bragaw Residence Hall,Bragaw,Residence Hall,210,Dan Allen Dr.-South,35.7847603,-78.676335,0000FRR2248803813000000c,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RFriComp1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Bragaw Residence Hall,Bragaw,Residence Hall,210,Dan Allen Dr.-South,35.7847603,-78.676335,0000FRR224720827f0000016,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RFriWaste2,16,RTueWaste1,8,RThrWaste1,7,RSatWaste2,8,RMonWaste1,3,MIFriW1,8,MIThrW2,9,MIFriW2,15,MIMonW1,15,MIMonW2,15,MISatW1,15,MISatW2,15,MISunW1,15,MISunW2,15
Bragaw Residence Hall,Bragaw,Residence Hall,210,Dan Allen Dr.-South,35.7847603,-78.676335,0000FRR22478062920000027,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,20,RWedMR1,12,RFriMR1,3,MIFriMR2,9,MIMonMR2,15,MISatMR1,15,MISatMR2,15,MISunMR1,15,MISunMR2,15,MIThrMR1,15,MIThrMR2,15,MITueMR1,15,MITueMR2,15,MIWedMR2,15
Bragaw Residence Hall,Bragaw,Residence Hall,210,Dan Allen Dr.-North,35.7862259,-78.675725,0000FRR22478062920000025,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,26,RWedMR1,11,RFriMR1,16,MIFriMR2,8,MIMonMR2,14,MISatMR1,14,MISatMR2,14,MISunMR1,14,MISunMR2,14,MIThrMR1,14,MIThrMR2,14,MITueMR1,14,MITueMR2,14,MIWedMR2,14
Bragaw Residence Hall,Bragaw,Residence Hall,210,Dan Allen Dr.-North,35.7862259,-78.675725,0000FRR224720827f0000015,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RFriWaste2,61,RTueWaste1,10,RThrWaste1,38,RSatWaste2,91,RMonWaste1,32,MIFriW1,7,MIThrW2,8,MIFriW2,14,MIMonW1,14,MIMonW2,14,MISatW1,14,MISatW2,14,MISunW1,14,MISunW2,14
Broughton Hall,Broughton, Hall,2601,Stinson Dr.,35.785118,-78.670442,0000FRR225a51bd5c0000003,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,12,RThrSpot1,24,RSatSpot1,34,,,,,,,,,,,,,,,,,,,,,,
Broughton Hall,Broughton, Hall,2601,Stinson Dr.,35.785118,-78.670442,0000FRR22478062920000029,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Broughton Hall,Broughton, Hall,2601,Stinson Dr.,35.785118,-78.670442,0000FRR22478062920000029,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Broughton Hall,Broughton, Hall,2601,Stinson Dr.,35.785118,-78.670442,0000FRR225a51bd5c0000003,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,27,RThrSpot1,42,RSatSpot1,76,,,,,,,,,,,,,,,,,,,,,,
Broughton Hall,Broughton, Hall,2601,Stinson Dr.,35.785118,-78.670442,0000FRR225a51bd5c0000003,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,28,RThrWaste1,32,RSatWaste2,41,,,,,,,,,,,,,,,,,,,,,,
Broughton Hall,Broughton, Hall,2601,Stinson Dr.,35.785118,-78.670442,0000FRR22478062920000029,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrSpot1,55,,,,,,,,,,,,,,,,,,,,,,,,,,
BTEC,BTEC,,850,Oval Dr.,35.77292463,-78.67403792,0000FRR224720827f000002f,4,Yard,RED,DUMPSTER,WASTEQUIP,RThrWaste2,10,,,,,,,,,,,,,,,,,,,,,,,,,,
BTEC,BTEC,,850,Oval Dr.,35.77292463,-78.67403792,0000FRR224720827f000002e,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste2,20,RWedWaste1,62,RFriWaste2,26,,,,,,,,,,,,,,,,,,,,,,
BTEC,BTEC,,850,Oval Dr.,35.77292463,-78.67403792,0000FRR2247806292000004e,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,67,RMonMR1,30,,,,,,,,,,,,,,,,,,,,,,,,
Burlington Labs,Burlington,Labs,2500,Stinson Dr.,35.78587114,-78.6690155,0000FRR224720827f0000018,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,8,RFriSpot1,18,,,,,,,,,,,,,,,,,,,,,,,,
Burlington Labs,Burlington,Labs,2500,Stinson Dr.,35.78587114,-78.6690155,0000FRR224720827f0000018,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueSpot1,22,RFriSpot1,42,,,,,,,,,,,,,,,,,,,,,,,,
Burlington Labs,Burlington,Labs,2500,Stinson Dr.,35.78587114,-78.6690155,0000FRR224720827f0000018,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RTueWaste1,23,RFriWaste2,6,,,,,,,,,,,,,,,,,,,,,,,,
Butler Communications Bldg.,Butler,Communications Bldg.,3210,Faucette Dr.,35.78409221,-78.6812615,0000FRR2247806292000002c,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Butler Communications Bldg.,Butler,Communications Bldg.,3210,Faucette Dr.,35.78409221,-78.6812615,0000FRR224720827f0000019,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedWaste1,68,RFriWaste2,4,,,,,,,,,,,,,,,,,,,,,,,,
Carmichael Gym,Carmichael,Gym,2611,Cates Ave.,35.78284093,-78.67243958,0000FRR224720827f000001a,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,6,RWedWaste1,9,RFriWaste2,22,,,,,,,,,,,,,,,,,,,,,,
Carmichael Gym,Carmichael,Gym,2611,Cates Ave.,35.78284093,-78.67243958,0000FRR2247806292000002e,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RThrOcc1,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Carroll Residence Hall,Carroll,Residence Hall,2801,Thurman Dr.,35.78532898,-78.67272339,0000FRR224720827f000001b,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,24,RTueSpot1,37,RWedSpot1,36,RThrSpot1,68,RFriSpot1,54,RSatSpot1,50,,,,,,,,,,,,,,,,
Carroll Residence Hall,Carroll,Residence Hall,2801,Thurman Dr.,35.78532898,-78.67272339,0000FRR224720827f000001b,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonWaste1,34,RTueWaste1,33,RThrWaste1,35,RFriWaste2,53,RSatWaste2,59,RWedWaste1,82,MIFriW1,13,MIThrW2,15,MIFriW2,25,MIMonW1,25,MIMonW2,25,MISatW1,25,MISatW2,25,MISunW1,25
Carroll Residence Hall,Carroll,Residence Hall,2801,Thurman Dr.,35.78532898,-78.67272339,0000FRR224720827f000001b,8,Yard,BROWN,DUMPSTER,WASTEQUIP,RMonSpot1,46,RTueSpot1,36,RWedSpot1,16,RThrSpot1,60,RFriSpot1,61,RSatSpot1,6,,,,,,,,,,,,,,,,
Carroll Residence Hall,Carroll,Residence Hall,2801,Thurman Dr.,35.78532898,-78.67272339,FRR24d2a02abf0000002,4,Yard,GREEN,DUMPSTER,TOTER,RMonMR1,61,RWedMR1,2,RFriMR1,19,MIFriMR2,18,MIMonMR2,26,MISatMR1,26,MISatMR2,26,MISunMR1,26,MISunMR2,26,MIThrMR1,26,MIThrMR2,26,MITueMR1,26,MITueMR2,26,MIWedMR2,26
Carroll Residence Hall,Carroll,Residence Hall,2801,Thurman Dr.,35.78532898,-78.67272339,FRR24d2a02abf0000002,4,Yard,GREEN,DUMPSTER,TOTER,RMonSpot1,83,RFriSpot1,48,RWedSpot1,65,,,,,,,,,,,,,,,,,,,,,,
Carroll Residence Hall,Carroll,Residence Hall,2801,Thurman Dr.,35.78532898,-78.67272339,FRR24d2a02abf0000002,4,Yard,GREEN,DUMPSTER,TOTER,RMonSpot1,84,RFriSpot1,49,RWedSpot1,75,,,,,,,,,,,,,,,,,,,,,,
Case Academic Center,Case,Academic Center,240,Jeter Dr.,35.7828855,-78.66958313,0000FRR224720827f000001c,4,Yard,BROWN,DUMPSTER,WASTEQUIP,RWedWaste1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Case Academic Center,Case,Academic Center,240,Jeter Dr.,35.7828855,-78.66958313,0000FRR2247807d350000130,4,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonCom1,4,RWedCom1,3,RFriComp1,6,,,,,,,,,,,,,,,,,,,,,,
Case Academic Center,Case,Academic Center,240,Jeter Dr.,35.7828855,-78.66958313,0000FRR22478062920000031,8,Yard,GREEN,DUMPSTER,WASTEQUIP,RMonMR1,13,RFriMR1,9,RTueOcc1,11,RThrOcc1,75,MIFriMR2,15,MIMonMR2,21,MISatMR1,21,MISatMR2,21,MISunMR1,21,MISunMR2,21,MIThrMR1,21,MIThrMR2,21,MITueMR1,21,MITueMR2,21
